Facility ID,Name,Address,City,County,State,Zip Code,Latitude,Longitude,Coordinate Source,Address Match Type,Open USTs,Closed USTs,Temporarily Out of Service USTs,Facility Status,Land Use,Estimated Population within 1500ft,Estimated Private Domestic Wells wihtin 1500ft,Within Source Water Protection Area (SPA),SPA Public Water System and Facility ID,SPA Water Type,SPA Facility Type,SPA HUC12,Within Groundwater Wellhead Protection Area (WHPA),WHPA Public Water System and Facility ID,WHPA Water Type,WHPA Facility Type,WHPA HUC12,Within 100-year Floodplain,Date_of_Last_Inspection,EPA Region,Tribe,x,y
GA320035,HOMERVILLE SAWMILL,HWY 84,HOMERVILLE,,Georgia,31634,31.03129261,-82.76996937,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.76996937,31.031292610000037
GA9032002,FIVEASH SVC STA,US HWY 84,HOMERVILLE,,Georgia,31631,31.03129261,-82.76996937,Geocode,StreetName,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.76996937,31.031292610000037
GA650074,MOBLEY FARMS,1356 STAGECOACH RD,PELHAM,,Georgia,31779,31.0315208,-84.16199197,Geocode,PointAddress,0,2,0,Closed UST(s),Non-Developed,8,5,No,,,,,No,,,,,No,,4,,-84.16199197,31.031520800000067
GA9086004,LAKELAND QUICK STOP,121 S VALDOSTA RD,LAKELAND,,Georgia,31635,31.03160293,-83.07189841,Geocode,PointAddress,3,1,0,Open UST(s),"Developed, Low Intensity",144,2,No,,,,,Yes,GA1730015_17706,GW,WL,031102020901,No,,4,,-83.07189841,31.031602930000076
GA860007,LANIER COUNTY MIDDLE SCHOOL,311 SOUTH 10TH AVE,LAKELAND,,Georgia,31635,31.03163076,-83.0609425,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Open Space",319,10,No,,,,,No,,,,,No,,4,,-83.0609425,31.03163076000004
GA10002402,DOLLAR GENERAL #1623,142 S VALDOSTA RD,LAKELAND,,Georgia,31635,31.03196292,-83.07203128,Geocode,PointAddress,3,0,0,Open UST(s),"Developed, Medium Intensity",152,3,No,,,,,Yes,GA1730015_17706,GW,WL,031102020901,No,,4,,-83.07203128,31.03196292000007
GA320034,QUICK SHOP,315 WEST FOREST AVE,HOMERVILLE,,Georgia,31634,31.0320784,-82.75073327,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",316,44,No,,,,,Yes,GA0650000_5276,GW,WL,031102010201,No,,4,,-82.75073327,31.032078400000046
GA650019,COOPERS GROCERY,1169 SPENCE RD,PELHAM,,Georgia,31779,31.03210775,-84.16477316,Geocode,PointAddress,0,2,0,Closed UST(s),Non-Developed,8,4,No,,,,,No,,,,,No,,4,,-84.16477316,31.03210775000008
GA9125012,SEMINOLE FOOD SHOP,900 S TENNILLE AVE,DONALSONVILLE,,Georgia,39845,31.03225065,-84.87954552,Geocode,StreetAddress,3,0,0,Open UST(s),"Developed, Medium Intensity",220,21,No,,,,,Yes,GA2530000_9083,GW,WL,031300100702,Yes,,4,,-84.87954552,31.032250650000037
GA320002,CLINCH CO/BUS SHOP-CLOSED,GILLICAN CIRCLE,HOMERVILLE,,Georgia,31634,31.03247342,-82.7593022,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.7593022,31.03247342000003
GA320041,GRIFFIS 66,308 SOUTH CHURCH,HOMERVILLE,,Georgia,31634,31.03249972,-82.7446451,Geocode,StreetAddress,0,4,0,Closed UST(s),"Developed, Medium Intensity",324,17,No,,,,,Yes,GA0650000_5274,GW,WL,031102010201,No,,4,,-82.7446451,31.032499720000033
GA9032006,HOMERVILLE AUTO & TIRE,305 S CHURCH ST,HOMERVILLE,,Georgia,31634,31.03264877,-82.7445962,Geocode,StreetAddress,0,4,0,Closed UST(s),"Developed, Medium Intensity",328,17,No,,,,,Yes,GA0650000_5274,GW,WL,031102010201,No,,4,,-82.7445962,31.032648770000037
GA9032004,FLASH FOODS #170,301 S CHURCH ST,HOMERVILLE,,Georgia,31634,31.03273599,-82.74464916,Geocode,StreetAddress,0,7,0,Closed UST(s),"Developed, Medium Intensity",328,17,No,,,,,Yes,GA0650000_5274,GW,WL,031102010201,No,,4,,-82.74464916,31.03273599000005
GA10001774,HUEYS ONE STOP,193 S CHURCH ST,HOMERVILLE,,Georgia,31634,31.03400411,-82.74551739,Geocode,PointAddress,3,0,0,Open UST(s),"Developed, Medium Intensity",317,18,No,,,,,Yes,GA0650000_5274,GW,WL,031102010201,No,,4,,-82.74551739,31.03400411000007
GA9032014,CLINCH COUNTY BOARD OF EDUCATION,119 S COLLEGE STREET,HOMERVILLE,,Georgia,31634,31.03414249,-82.75008411,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Low Intensity",319,31,No,,,,,Yes,GA0650000_5276,GW,WL,031102010201,No,,4,,-82.75008411,31.03414249000008
GA9032013,COMMISSARY EXPRESS,803 W DAME AVE,HOMERVILLE,,Georgia,31634,31.03443034,-82.75992804,Geocode,StreetAddress,3,0,0,Open UST(s),Non-Developed,155,6,No,,,,,Yes,GA0650000_5276,GW,WL,031102010201,No,,4,,-82.75992804,31.03443034000003
GA1250034,BROOME FARMS,RTE 2/OFF HWY 285,DONALSONVILLE,,Georgia,39845,31.03475018,-84.88279575,Geocode,StreetAddressExt,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.88279575,31.03475018000006
GA320026,EDS GULF SVC STA,FOREST & CHURCH ST,HOMERVILLE,,Georgia,31634,31.034907,-82.746306,Geocode,StreetInt,0,1,5,Open UST(s),"Developed, Low Intensity",324,21,No,,,,,Yes,GA0650000_5274,GW,WL,031102010201,No,,4,,-82.746306,31.034907000000032
GA860002,FENNIS MILLER SEPTIC TANK CO,PO BOX 246,LAKELAND,,Georgia,31635,31.0354641,-83.0648318,Geocode,Postal,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.0648318,31.03546410000007
GA860013,LANIER UNIT 08-086,RT 1,LAKELAND,,Georgia,31635,31.0354641,-83.0648318,Geocode,Postal,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.0648318,31.03546410000007
GA870066,GLENN LEE,RT 1,LAKELAND,,Georgia,31635,31.0354641,-83.0648318,Geocode,Postal,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.0648318,31.03546410000007
GA870067,ELIJAH LOVE,RT 1,LAKELAND,,Georgia,31635,31.0354641,-83.0648318,Geocode,Postal,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.0648318,31.03546410000007
GA9086001,ALLTEL/GTE/LAKELAND CENTRAL OFFI,SOUTHEAST MURIEL & TEMPLE ST,LAKELAND,,Georgia,31635,31.0354641,-83.0648318,Geocode,Postal,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.0648318,31.03546410000007
GA320001,HOMERVILLE/BARN,200 WEST DAME AVE,HOMERVILLE,,Georgia,31634,31.0361532,-82.74983646,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Open Space",335,17,No,,,,,Yes,GA0650000_5276,GW,WL,031102010201,No,,4,,-82.74983646,31.036153200000058
GA320029,QUICK CHANGE #33,101 WEST DAME AVE,HOMERVILLE,,Georgia,31634,31.03627455,-82.74905955,Geocode,StreetAddress,0,16,3,Open UST(s),"Developed, Low Intensity",319,18,No,,,,,Yes,GA0650000_5276,GW,WL,031102010201,No,,4,,-82.74905955,31.03627455000003
GA320032,CROWN FAST FARE GA 527/ZIPPY MAR,106 WEST DAME AVE,HOMERVILLE,,Georgia,31634,31.03642114,-82.74903603,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",323,17,No,,,,,Yes,GA0650000_5276,GW,WL,031102010201,No,,4,,-82.74903603,31.036421140000073
GA10000191,CECIL GROCERY,608 HWY 41,CECIL,,Georgia,31627,31.03651629,-83.38813055,Geocode,StreetAddress,2,0,0,Open UST(s),Non-Developed,18,5,No,,,,,Yes,GA0750001_5530,GW,WL,031102040504,No,,4,,-83.38813055,31.036516290000066
GA320014,UNION CAMP,P O BOX 297,HOMERVILLE,,Georgia,31634,31.0368049,-82.7473347,Geocode,Postal,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.7473347,31.03680490000005
GA320015,HUGHES OIL,P O BOX 297,HOMERVILLE,,Georgia,31634,31.0368049,-82.7473347,Geocode,Postal,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.7473347,31.03680490000005
GA320033,HERCULES INC,HOMERVILLE YARD IND PARK,HOMERVILLE,,Georgia,31634,31.0368049,-82.7473347,Geocode,Postal,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.7473347,31.03680490000005
GA9032011,RYDER TRUCK @ DOLLAR GEN DIST,CLINCH CO INDUSTRIAL PARK,HOMERVILLE,,Georgia,31634,31.0368049,-82.7473347,Geocode,Postal,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.7473347,31.03680490000005
GA9032016,DESIGN SPACE INC,INDUSTRIAL PARK DRIVE,HOMERVILLE,,Georgia,31634,31.0368049,-82.7473347,Geocode,Postal,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-82.7473347,31.03680490000005
GA320038,DOWNTOWN PHILLIPS 66,104 EAST DAME,HOMERVILLE,,Georgia,31634,31.03711581,-82.74577948,Geocode,StreetAddress,0,8,0,Closed UST(s),"Developed, High Intensity",364,24,No,,,,,Yes,GA0650000_5274,GW,WL,031102010201,No,,4,,-82.74577948,31.037115810000046
GA10000582,VACANT(GDOT EDS-84(20) PARCAL #121,101 EAST DAME STREET,HOMERVILLE,,Georgia,31634,31.03724716,-82.74580147,Geocode,StreetAddress,0,4,0,Closed UST(s),"Developed, Low Intensity",365,24,No,,,,,Yes,GA0650000_5274,GW,WL,031102010201,No,,4,,-82.74580147,31.03724716000005
GA860008,BULL DOGS #1,305 W MAIN ST,LAKELAND,,Georgia,31635,31.03785011,-83.09116515,Geocode,StreetAddress,2,0,0,Open UST(s),"Developed, Open Space",298,0,No,,,,,Yes,GA1730015_17706,GW,WL,031102020901,No,,4,,-83.09116515,31.03785011000008
GA9032003,CORNER PANTRY #931,95 N CHURCH ST,HOMERVILLE,,Georgia,31634,31.03794937,-82.74780721,Geocode,PointAddress,3,0,0,Open UST(s),"Developed, Low Intensity",366,20,No,,,,,Yes,GA0650016_23068,GW,WL,031102010104,No,,4,,-82.74780721,31.037949370000035
GA860006,LAKELAND OIL CO INC,308 W MAIN ST,LAKELAND,,Georgia,31635,31.03797937,-83.09119392,Geocode,StreetAddress,0,0,4,Open UST(s),"Developed, Open Space",301,0,No,,,,,Yes,GA1730015_17706,GW,WL,031102020901,No,,4,,-83.09119392,31.037979370000073
GA10001916,GIDDENS CHEVROLET,202 WEST MAIN STREET,LAKELAND,,Georgia,31635,31.03847113,-83.0882567,Geocode,StreetAddress,1,3,0,Open UST(s),"Developed, Open Space",426,6,No,,,,,Yes,GA1730015_17706,GW,WL,031102020901,No,,4,,-83.0882567,31.03847113000006
GA320020,INTERSTATE NATIONALEASE END/ITL,102 MORGAN ST,HOMERVILLE,,Georgia,31634,31.03904103,-82.75046537,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Open Space",409,8,No,,,,,Yes,GA0650000_5276,GW,WL,031102010201,No,,4,,-82.75046537,31.039041030000078
GA320040,66 FUEL CENTER,398 EAST DAME,HOMERVILLE,,Georgia,31634,31.03912999,-82.74069951,Geocode,PointAddress,4,1,0,Open UST(s),"Developed, Low Intensity",258,23,No,,,,,Yes,GA0650016_23068,GW,WL,031102010104,No,,4,,-82.74069951,31.03912999000005
GA320022,RAYS SVC STA/HOMERVILLE EHRLEE S,205 NORTH CHURCH ST,HOMERVILLE,,Georgia,31634,31.03923701,-82.74853002,Geocode,StreetAddress,0,5,0,Closed UST(s),"Developed, Low Intensity",390,20,No,,,,,Yes,GA0650016_23068,GW,WL,031102010104,No,,4,,-82.74853002,31.03923701000008
GA860019,DIXIE BAY STATION #682,WEST MAIN ST,LAKELAND,,Georgia,31635,31.0392875,-83.08148319,Geocode,StreetName,0,5,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.08148319,31.039287500000057
GA4100007,ROBINSON SVC STA,101 WEST MAIN ST,LAKELAND,,Georgia,31635,31.03947896,-83.07994852,Geocode,StreetAddress,0,5,0,Closed UST(s),"Developed, Open Space",521,16,No,,,,,Yes,GA1730000_7359,GW,WL,031102020803,No,,4,,-83.07994852,31.039478960000054
GA10002462,PROPOSED FAMILY DOLLAR,505 EAST THIRD STREET,DONALSONVILLE,,Georgia,39845,31.04023302,-84.87578123,Geocode,StreetAddress,0,1,0,Closed UST(s),"Developed, Medium Intensity",314,33,No,,,,,Yes,GA2530000_9084,GW,WL,031300100701,No,,4,,-84.87578123,31.040233020000073
GA1250015,FAST STOP,309 E THIRD ST,DONALSONVILLE,,Georgia,39845,31.04033668,-84.87904091,Geocode,StreetAddress,3,3,0,Open UST(s),"Developed, High Intensity",224,22,No,,,,,Yes,GA2530000_9084,GW,WL,031300100701,No,,4,,-84.87904091,31.040336680000053
GA9125016,MR PIPP'S GAS & DELI,408 E 3RD ST,DONALSONVILLE,,Georgia,39845,31.04041874,-84.87736965,Geocode,StreetAddress,6,0,0,Open UST(s),"Developed, Medium Intensity",280,29,No,,,,,Yes,GA2530000_9084,GW,WL,031300100701,No,,4,,-84.87736965,31.040418740000064
GA9125014,SUPER TRACK,201 W 3RD ST,DONALSONVILLE,,Georgia,39845,31.04042176,-84.88422969,Geocode,StreetAddress,5,0,0,Open UST(s),"Developed, High Intensity",207,11,No,,,,,Yes,GA2530000_9084,GW,WL,031300100701,No,,4,,-84.88422969,31.040421760000072
GA10002467,A KING PROPERTY,303 SOUTH MORRIS AVENUE,DONALSONVILLE,,Georgia,39845,31.04043672,-84.88573964,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, Medium Intensity",194,9,No,,,,,Yes,GA2530000_9084,GW,WL,031300100701,No,,4,,-84.88573964,31.04043672000006
GA1250027,SUPER B EXPRESS,300 E THIRD ST,DONALSONVILLE,,Georgia,39845,31.04047729,-84.87914969,Geocode,StreetAddress,5,9,0,Open UST(s),"Developed, High Intensity",214,21,No,,,,,Yes,GA2530000_9084,GW,WL,031300100701,No,,4,,-84.87914969,31.04047729000007
GA1250014,SEYMORS PETRO #224,HWY 84 & KNOX AVE,DONALSONVILLE,,Georgia,39845,31.040487,-84.8841615,Geocode,StreetInt,0,0,4,Open UST(s),"Developed, High Intensity",203,11,No,,,,,Yes,GA2530000_9084,GW,WL,031300100701,No,,4,,-84.8841615,31.04048700000004
GA1250012,RUSHING OIL CO INC,HWY 84 W 214 W THIRD,DONALSONVILLE,,Georgia,39845,31.04055991,-84.88444039,Geocode,StreetAddress,7,7,0,Open UST(s),"Developed, High Intensity",199,10,No,,,,,Yes,GA2530000_9084,GW,WL,031300100701,No,,4,,-84.88444039,31.04055991000007
GA1250023,FAST TRIP 2,401 WEST THIRD ST,DONALSONVILLE,,Georgia,39845,31.04070911,-84.88691392,Geocode,StreetAddress,3,0,0,Open UST(s),"Developed, High Intensity",162,7,No,,,,,Yes,GA2530000_9084,GW,WL,031300100701,No,,4,,-84.88691392,31.040709110000023
GA10002143,JET 91,62 W MAIN ST,LAKELAND,,Georgia,31635,31.04097763,-83.07619251,Geocode,StreetAddress,3,0,0,Open UST(s),"Developed, Medium Intensity",305,34,No,,,,,Yes,GA1730000_7359,GW,WL,031102020803,No,,4,,-83.07619251,31.040977630000043
GA1250001,SEMINOLE SPORTSMAN LODGE & MARIN,2000 S OF HWY 5 39 & 253 ON HWY,DONALSONVILLE,,Georgia,39845,31.0412032,-84.8773051,Geocode,Postal,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.8773051,31.04120320000004
GA1250002,SEMINOLE COUNTY FORESTRY UNIT,RT 1 BOX 15,DONALSONVILLE,,Georgia,39845,31.0412032,-84.8773051,Geocode,Postal,0,4,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.8773051,31.04120320000004
GA1250008,GA DEPT PUBLIC SAFETY POST 14,RT 1 BOX 2602,DONALSONVILLE,,Georgia,39845,31.0412032,-84.8773051,Geocode,Postal,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.8773051,31.04120320000004
GA1250018,REESE TIRE & GAS,MAIN ST,DONALSONVILLE,,Georgia,39845,31.0412032,-84.8773051,Geocode,Postal,0,6,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.8773051,31.04120320000004
GA1250030,SELDOM REST INC,RT 3 BOX 111,DONALSONVILLE,,Georgia,39845,31.0412032,-84.8773051,Geocode,Postal,0,4,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.8773051,31.04120320000004
GA9125009,S W G PACKING FARMS,RT 1 BOX 259,DONALSONVILLE,,Georgia,39845,31.0412032,-84.8773051,Geocode,Postal,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.8773051,31.04120320000004
GA9125023,UNKNOWN/CITY RIGHT OF WAY,SECOND STREET,DONALSONVILLE,,Georgia,39845,31.04122642,-84.87921823,Geocode,StreetName,2,0,0,Open UST(s),,,,,,,,,,,,,,,,4,,-84.87921823,31.041226420000044
GA860012,BOBBYS CITGO,101 CARTER ST,LAKELAND,,Georgia,31635,31.04154179,-83.07520688,Geocode,StreetAddress,3,0,0,Open UST(s),"Developed, Medium Intensity",268,37,No,,,,,Yes,GA1730000_7359,GW,WL,031102020803,No,,4,,-83.07520688,31.041541790000053
GA1250024,THREE NOTCH ELECTRIC MEMBERSHIP,116 WEST SECOND ST,DONALSONVILLE,,Georgia,39845,31.0419286,-84.88282922,Geocode,StreetAddress,1,1,0,Open UST(s),"Developed, High Intensity",134,5,No,,,,,Yes,GA2530000_9084,GW,WL,031300100701,No,,4,,-84.88282922,31.041928600000062
GA9086005,JOHN ROBERSON SERVICE CTR,322 WEST THIGPEN,LAKELAND,,Georgia,31635,31.04196693,-83.09069201,Geocode,StreetAddress,2,0,0,Open UST(s),"Developed, Low Intensity",353,11,No,,,,,Yes,GA1730000_7359,GW,WL,031102020803,No,,4,,-83.09069201,31.041966930000058
GA9125005,WEST FORK,402 WEST 2ND ST,DONALSONVILLE,,Georgia,39845,31.04198504,-84.88723097,Geocode,StreetName,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.88723097,31.041985040000043
GA9125022,SING STATION,201 S TENNILLE AVENUE,DONALSONVILLE,,Georgia,39845,31.04207654,-84.87914504,Geocode,StreetAddress,0,5,0,Closed UST(s),"Developed, Low Intensity",196,15,No,,,,,Yes,GA2530000_9084,GW,WL,031300100701,No,,4,,-84.87914504,31.04207654000004
GA9043034,MASON FARMS,EAST ELDORENDO RD,BAINBRIDGE,,Georgia,39817,31.04237216,-84.55857538,Geocode,StreetName,0,1,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.55857538,31.04237216000007
GA320030,STALVEY WOOD PRODUCTS,104 PEACH ST,HOMERVILLE,,Georgia,31634,31.04247758,-82.74825456,Geocode,PointAddress,0,4,0,Closed UST(s),"Developed, Low Intensity",392,29,No,,,,,Yes,GA0650016_23068,GW,WL,031102010104,No,,4,,-82.74825456,31.042477580000025
GA860014,GA DOT #10427/LANIER CO MAINT HQ,SR 11 EAST,LAKELAND,,Georgia,31635,31.0426847,-83.06514448,Geocode,StreetName,0,4,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.06514448,31.042684700000052
GA1250005,SOUTHERN CONCRETE CONSTRUCTION C,N WILEY & 1ST ST,DONALSONVILLE,,Georgia,39845,31.042899,-84.8824875,Geocode,StreetInt,0,1,0,Closed UST(s),"Developed, Medium Intensity",134,4,No,,,,,Yes,GA2530000_9084,GW,WL,031300100701,No,,4,,-84.8824875,31.042899000000034
GA9125018,CROOM AVIATION,RT 2 HWY 39,DONALSONVILLE,,Georgia,39845,31.04309543,-84.87922581,Geocode,StreetAddressExt,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.87922581,31.04309543000005
GA9032008,FAMILY PRACTICE CENTER,505 NORTH CHURCH ST,HOMERVILLE,,Georgia,31634,31.0434796,-82.75068885,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",361,17,No,,,,,Yes,GA0650016_23068,GW,WL,031102010104,No,,4,,-82.75068885,31.04347960000007
GA370023,CHEVRON FOOD STORE,1770 OLD COFFEE RD & I-75 SW CORNER,CECIL,,Georgia,31627,31.04351362,-83.40021123,Geocode,StreetAddress,3,6,0,Open UST(s),Non-Developed,8,3,No,,,,,Yes,GA0750001_5530,GW,WL,031102040504,No,,4,,-83.40021123,31.043513620000056
GA10000887,CARTER'S FRIED CHICKEN (GDOT PROJECT EDS-84(20),515 NORTH CHURCH STREET,HOMERVILLE,,Georgia,31634,31.04358121,-82.75073872,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",357,17,No,,,,,Yes,GA0650016_23068,GW,WL,031102010104,No,,4,,-82.75073872,31.04358121000007
GA860017,MIDTOWN MINIT MART,214 E MAIN ST,LAKELAND,,Georgia,31635,31.04365792,-83.05864232,Geocode,StreetAddress,2,3,0,Open UST(s),Non-Developed,87,4,No,,,,,Yes,GA1730000_7360,GW,WL,031102020803,Yes,,4,,-83.05864232,31.043657920000044
GA860009,BULL DOGS #2,314 E MAIN ST,LAKELAND,,Georgia,31635,31.04366594,-83.05858888,Geocode,StreetAddress,3,0,0,Open UST(s),Non-Developed,84,4,No,,,,,Yes,GA1730000_7360,GW,WL,031102020803,Yes,,4,,-83.05858888,31.04366594000004
GA10001881,FAMILY WORLD CITGO,1975 OLD COFFEE RD,CECIL,,Georgia,31627,31.04400791,-83.39845118,Geocode,StreetAddress,2,0,0,Open UST(s),"Developed, Low Intensity",44,14,No,,,,,Yes,GA0750001_5530,GW,WL,031102040504,No,,4,,-83.39845118,31.04400791000006
GA9032015,CLINCH MEMORIAL HOSPITAL,524 NORTH CARSWELL ST,HOMERVILLE,,Georgia,31634,31.04417532,-82.74789618,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",315,30,No,,,,,Yes,GA0650016_23068,GW,WL,031102010104,No,,4,,-82.74789618,31.04417532000008
GA320023,ADENS MINIT MARKET #67,608 NORTH CHURCH ST,HOMERVILLE,,Georgia,31636,31.04442405,-82.7510272,Geocode,StreetAddress,3,4,0,Open UST(s),"Developed, Low Intensity",307,16,No,,,,,Yes,GA0650016_23068,GW,WL,031102010104,No,,4,,-82.7510272,31.044424050000032
GA4430087,ELDORENDA GROCERY,2425 COLQUITT HWY,COLQUITT,,Georgia,39837,31.04446001,-84.65208262,Geocode,StreetAddress,0,2,0,Closed UST(s),"Developed, Open Space",25,13,No,,,,,Yes,GA0870004_5788,GW,WL,031300080703,No,,4,,-84.65208262,31.044460010000023
GA9125006,HOBO PANTRY #16,327 NORTH TENNILE AVE,DONALSONVILLE,,Georgia,39845,31.04455023,-84.87906229,Geocode,StreetAddress,3,5,0,Open UST(s),"Developed, Low Intensity",310,15,No,,,,,Yes,GA2530000_9084,GW,WL,031300100701,No,,4,,-84.87906229,31.044550230000027
GA920152,#929 (DISCOUNT CORNER #1),100 MAIN ST,HAHIRA,,Georgia,31632,31.04577391,-83.39367655,Geocode,StreetAddress,3,0,2,Open UST(s),"Developed, Open Space",142,49,No,,,,,Yes,GA0750001_5530,GW,WL,031102040504,No,,4,,-83.39367655,31.045773910000037
GA1250009,SEMINOLE COUNTY RD DEPT,711 M L KING JR DR,DONALSONVILLE,,Georgia,39845,31.0459208,-84.96294911,Geocode,StreetName,2,1,0,Open UST(s),,,,,,,,,,,,,,,,4,,-84.96294911,31.045920800000033
GA10002776,SUTTON PROPERTY,840 PEARSON Highway,HOMERVILLE,,Georgia,31634,31.04605438,-82.75452892,Geocode,PointAddress,0,2,0,Closed UST(s),"Developed, Low Intensity",216,9,No,,,,,Yes,GA0650016_23068,GW,WL,031102010104,No,,4,,-82.75452892,31.046054380000044
GA9000307,CHEVRON #44160,I-75/CECIL-BARNEY RD,CECIL,,Georgia,31627,31.0460598,-83.3933616,Geocode,Postal,0,4,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.3933616,31.046059800000023
GA9037036,FAMILY WORLD,RICHARDSON ST & EXIT 8 I-75,CECIL,,Georgia,31627,31.0460598,-83.3933616,Geocode,Postal,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-83.3933616,31.046059800000023
GA920267,HAHIRA MIDDLE SCHOOL,EAST MAIN ST,HAHIRA,,Georgia,31632,31.046229,-83.39221575,Geocode,StreetName,1,1,0,Open UST(s),,,,,,,,,,,,,,,,4,,-83.39221575,31.04622900000004
GA9063061,JEKYLL HARBOR MARINA,1 HARBOR RD,JEKYLL ISLAND,,Georgia,31527,31.04638231,-81.4208813,Geocode,PointAddress,2,0,0,Open UST(s),Non-Developed,0,0,No,,,,,No,,,,,Yes,,4,,-81.4208813,31.04638231000007
GA630106,JEKYLL ISLAND FINA,BEN FORTSON PKWY,JEKYLL ISLAND,,Georgia,31527,31.04737342,-81.41742931,Geocode,StreetName,0,6,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.41742931,31.047373420000042
GA9063011,JEKYLL ISLAND/PATROL & WELCOME C,BEN FORTSON PKWY,JEKYLL ISLAND,,Georgia,31527,31.04737342,-81.41742931,Geocode,StreetName,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.41742931,31.047373420000042
GA860001,B & KS COUNTRYSIDE GENERAL STORE,HWY 122 & RIVER RD,LAKELAND,,Georgia,31635,31.047453,-83.0354445,Geocode,StreetInt,0,3,0,Closed UST(s),Non-Developed,11,6,No,,,,,No,,,,,No,,4,,-83.0354445,31.047453000000075
GA1250011,GA DOT #10438/DONALSONVILLE MAIN,CRAWFORD ST,DONALSONVILLE,,Georgia,39845,31.04745677,-84.88841296,Geocode,StreetName,0,5,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.88841296,31.047456770000053
GA10001935,FLASH FOODS #2,50 BEN FORTSON PKWY,JEKYLL ISLAND,,Georgia,31527,31.04756637,-81.41491947,Geocode,StreetAddress,3,0,0,Open UST(s),Non-Developed,0,0,No,,,,,No,,,,,No,,4,,-81.41491947,31.047566370000027
GA630110,FAA BRUNSWICK,GA HWY 50 JEKYLL CAUSEWAY,BRUNSWICK,,Georgia,31520,31.04756637,-81.41491947,Geocode,StreetAddress,0,1,0,Closed UST(s),Non-Developed,0,0,No,,,,,No,,,,,No,,4,,-81.41491947,31.047566370000027
GA1360140,GAUTHIER GRO,GA HWY 3,MEIGS,,Georgia,31765,31.04763295,-84.07701611,Geocode,StreetName,0,2,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.07701611,31.047632950000036
GA4200028,TARBORO MERCANTILE,RFD BOX 26,WHITE OAK,,Georgia,31568,31.0488284,-81.7339813,Geocode,Postal,0,3,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-81.7339813,31.048828400000048
GA9125008,QUICK & HANDY,706 NORTH WILEY,DONALSONVILLE,,Georgia,39845,31.04893717,-84.88018028,Geocode,StreetAddress,2,0,1,Open UST(s),"Developed, Open Space",208,7,No,,,,,Yes,GA2530000_9084,GW,WL,031300100701,No,,4,,-84.88018028,31.048937170000045
GA1250021,PROLINE OIL COMPANY,HWY 84,DONALSONVILLE,,Georgia,39845,31.04966903,-84.89825858,Geocode,StreetName,0,4,0,Closed UST(s),,,,,,,,,,,,,,,,4,,-84.89825858,31.049669030000075
